$type,id,operationType,vehicleId,naptanId,stationName,lineId,lineName,platformName,bearing,destinationNaptanId,destinationName,timestamp,timeToStation,currentLocation,towards,expectedArrival,timeToLive,modeName,timing.$type,timing.countdownServerAdjustment,timing.source,timing.insert,timing.read,timing.sent,timing.received,direction,api_fetch_time
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",434712427,1,237,940GZZLUVIC,Victoria Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,921,Between Seven Sisters and Finsbury Park,Brixton,2025-11-28T10:09:29Z,2025-11-28T10:09:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:37.661Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-813786925,1,240,940GZZLUVXL,Vauxhall Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,1461,At Blackhorse Road,Brixton,2025-11-28T10:18:29Z,2025-11-28T10:18:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:36.623Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",294586456,1,234,940GZZLUPCO,Pimlico Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,230,Departed Green Park,Brixton,2025-11-28T09:57:58Z,2025-11-28T09:57:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:32.546Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1045539118,1,211,940GZZLUEUS,Euston Underground Station,victoria,Victoria,Northbound - Platform 4,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-28T09:54:08.7243725Z,621,At Vauxhall,Walthamstow Central,2025-11-28T10:04:29Z,2025-11-28T10:04:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:27.386Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,outbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1302677202,1,216,940GZZLUKSX,King's Cross St. Pancras Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-28T09:54:08.7243725Z,501,At Victoria,Walthamstow Central,2025-11-28T10:02:29Z,2025-11-28T10:02:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:30.766Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,outbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-433424784,1,217,940GZZLUTMH,Tottenham Hale Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-28T09:54:08.7243725Z,1400,Between Stockwell and Vauxhall,Walthamstow Central,2025-11-28T10:17:28Z,2025-11-28T10:17:28Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:35.924Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,outbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",294520920,1,224,940GZZLUPCO,Pimlico Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,861,At Highbury & Islington,Brixton,2025-11-28T10:08:29Z,2025-11-28T10:08:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:32.546Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-775285037,1,234,940GZZLUSKW,Stockwell Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,381,Departed Green Park,Brixton,2025-11-28T10:00:29Z,2025-11-28T10:00:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:35.034Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1911980419,1,274,940GZZLUOXC,Oxford Circus Underground Station,victoria,Victoria,Southbound - Platform 5,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,501,Departed Finsbury Park,Brixton,2025-11-28T10:02:29Z,2025-11-28T10:02:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:31.724Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",2114623668,1,201,940GZZLUGPK,Green Park Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,21,Between Oxford Circus and Green Park,Brixton,2025-11-28T09:54:29Z,2025-11-28T09:54:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:28.902Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",296814680,1,214,940GZZLUPCO,Pimlico Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,741,Between Highbury & Islington and Kings Cross St. P,Brixton,2025-11-28T10:06:29Z,2025-11-28T10:06:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:32.546Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",564331583,1,231,940GZZLUWWL,Walthamstow Central Underground Station,victoria,Victoria,Southbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-28T09:54:08.7243725Z,981,Between Warren Street and Euston,Walthamstow Central,2025-11-28T10:10:29Z,2025-11-28T10:10:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:38.984Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-411665662,1,223,940GZZLUVXL,Vauxhall Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,501,At Oxford Circus,Brixton,2025-11-28T10:02:29Z,2025-11-28T10:02:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:36.623Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",435695474,1,237,940GZZLUOXC,Oxford Circus Underground Station,victoria,Victoria,Southbound - Platform 5,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,621,Between Seven Sisters and Finsbury Park,Brixton,2025-11-28T10:04:29Z,2025-11-28T10:04:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:31.724Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",568224149,1,215,940GZZLUWRR,Warren Street Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-28T09:54:08.7243725Z,201,At Green Park,Walthamstow Central,2025-11-28T09:57:29Z,2025-11-28T09:57:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:39.891Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,outbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",568223842,1,235,940GZZLUBLR,Blackhorse Road Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-28T09:54:08.7243725Z,261,Between Finsbury Park and Seven Sisters,Walthamstow Central,2025-11-28T09:58:29Z,2025-11-28T09:58:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:25.481Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,outbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1045735696,1,211,940GZZLUSVS,Seven Sisters Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-28T09:54:08.7243725Z,1220,At Vauxhall,Walthamstow Central,2025-11-28T10:14:28Z,2025-11-28T10:14:28Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:34.118Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,outbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1691737421,1,202,940GZZLUEUS,Euston Underground Station,victoria,Victoria,Southbound - Platform 5,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,441,Between Seven Sisters and Finsbury Park,Brixton,2025-11-28T10:01:29Z,2025-11-28T10:01:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:27.386Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-2093417220,1,235,940GZZLUSVS,Seven Sisters Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-28T09:54:08.7243725Z,50,Between Finsbury Park and Seven Sisters,Walthamstow Central,2025-11-28T09:54:58Z,2025-11-28T09:54:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:34.118Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,outbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1664658988,1,225,940GZZLUVXL,Vauxhall Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,1281,At Seven Sisters Platform 5,Brixton,2025-11-28T10:15:29Z,2025-11-28T10:15:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:36.623Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-2069433447,1,225,940GZZLUHAI,Highbury & Islington Underground Station,victoria,Victoria,Southbound - Platform 5,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,320,At Seven Sisters Platform 5,Brixton,2025-11-28T09:59:28Z,2025-11-28T09:59:28Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:29.834Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",570049570,1,274,940GZZLUHAI,Highbury & Islington Underground Station,victoria,Victoria,Southbound - Platform 5,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,81,Departed Finsbury Park,Brixton,2025-11-28T09:55:29Z,2025-11-28T09:55:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:29.834Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1868561314,1,230,940GZZLUFPK,Finsbury Park Underground Station,victoria,Victoria,Northbound - Platform 2,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-28T09:54:08.7243725Z,230,At Kings Cross St. Pancras,Walthamstow Central,2025-11-28T09:57:58Z,2025-11-28T09:57:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:27.972Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,outbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1910342042,1,214,940GZZLUVIC,Victoria Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,621,Between Highbury & Islington and Kings Cross St. P,Brixton,2025-11-28T10:04:29Z,2025-11-28T10:04:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:37.661Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1711373026,1,204,940GZZLUFPK,Finsbury Park Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,380,Between Blackhorse Road and Tottenham Hale,Brixton,2025-11-28T10:00:28Z,2025-11-28T10:00:28Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:27.972Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1664921133,1,215,940GZZLUWWL,Walthamstow Central Underground Station,victoria,Victoria,Southbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-28T09:54:08.7243725Z,1281,At Green Park,Walthamstow Central,2025-11-28T10:15:29Z,2025-11-28T10:15:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:38.984Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1666040434,1,211,940GZZLUBLR,Blackhorse Road Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-28T09:54:08.7243725Z,1461,At Vauxhall,Walthamstow Central,2025-11-28T10:18:29Z,2025-11-28T10:18:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:25.481Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,outbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1821532199,1,231,940GZZLUKSX,King's Cross St. Pancras Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-28T09:54:08.7243725Z,80,Between Warren Street and Euston,Walthamstow Central,2025-11-28T09:55:28Z,2025-11-28T09:55:28Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:30.766Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,outbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",564855864,1,201,940GZZLUVXL,Vauxhall Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,381,Between Oxford Circus and Green Park,Brixton,2025-11-28T10:00:29Z,2025-11-28T10:00:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:36.623Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1822187559,1,211,940GZZLUKSX,King's Cross St. Pancras Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-28T09:54:08.7243725Z,741,At Vauxhall,Walthamstow Central,2025-11-28T10:06:29Z,2025-11-28T10:06:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:30.766Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,outbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1910735258,1,234,940GZZLUVIC,Victoria Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,80,Departed Green Park,Brixton,2025-11-28T09:55:28Z,2025-11-28T09:55:28Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:37.661Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1597423171,1,276,940GZZLUGPK,Green Park Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,231,At Warren Street,Brixton,2025-11-28T09:57:59Z,2025-11-28T09:57:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:28.902Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1711373027,1,204,940GZZLUGPK,Green Park Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,1040,Between Blackhorse Road and Tottenham Hale,Brixton,2025-11-28T10:11:28Z,2025-11-28T10:11:28Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:28.902Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1909293443,1,204,940GZZLUOXC,Oxford Circus Underground Station,victoria,Victoria,Southbound - Platform 5,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,921,Between Blackhorse Road and Tottenham Hale,Brixton,2025-11-28T10:09:29Z,2025-11-28T10:09:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:31.724Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",966846063,1,204,940GZZLUVXL,Vauxhall Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,1401,Between Blackhorse Road and Tottenham Hale,Brixton,2025-11-28T10:17:29Z,2025-11-28T10:17:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:36.623Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",238343187,1,237,940GZZLUFPK,Finsbury Park Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,50,Between Seven Sisters and Finsbury Park,Brixton,2025-11-28T09:54:58Z,2025-11-28T09:54:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:27.972Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1315694006,1,217,940GZZLUSVS,Seven Sisters Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-28T09:54:08.7243725Z,1280,Between Stockwell and Vauxhall,Walthamstow Central,2025-11-28T10:15:28Z,2025-11-28T10:15:28Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:34.118Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,outbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1240918739,1,217,940GZZLUHAI,Highbury & Islington Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-28T09:54:08.7243725Z,921,Between Stockwell and Vauxhall,Walthamstow Central,2025-11-28T10:09:29Z,2025-11-28T10:09:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:29.834Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,outbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-815360715,1,223,940GZZLUPCO,Pimlico Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,380,At Oxford Circus,Brixton,2025-11-28T10:00:28Z,2025-11-28T10:00:28Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:32.546Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-526946265,1,216,940GZZLUEUS,Euston Underground Station,victoria,Victoria,Northbound - Platform 4,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-28T09:54:08.7243725Z,441,At Victoria,Walthamstow Central,2025-11-28T10:01:29Z,2025-11-28T10:01:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:27.386Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,outbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",480324737,1,237,940GZZLUKSX,King's Cross St. Pancras Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-28T09:54:08.7243725Z,260,Between Seven Sisters and Finsbury Park,Brixton,2025-11-28T09:58:28Z,2025-11-28T09:58:28Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:30.766Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,inbound,2025-11-28 09:54:38
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",2025629245,1,230,940GZZLUTMH,Tottenham Hale Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-28T09:54:08.7243725Z,561,At Kings Cross St. Pancras,Walthamstow Central,2025-11-28T10:03:29Z,2025-11-28T10:03:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-28T09:53:35.924Z,2025-11-28T09:54:08Z,0001-01-01T00:00:00,outbound,2025-11-28 09:54:38
